type,title,country,date_added,release_year,rating,listed_in,Platform
TV Show,Everything Will Be Fine,,20-08-2021,2021.0,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix
Movie,Gunshot,,20-08-2021,2018.0,TV-14,"Dramas, International Movies, Thrillers",Netflix
TV Show,Korean Cold Noodle Rhapsody,,20-08-2021,2021.0,TV-PG,"Docuseries, International TV Shows",Netflix
Movie,Man in Love,,20-08-2021,2021.0,TV-MA,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Sweet Girl,United States,20-08-2021,2021.0,R,"Action & Adventure, Dramas",Netflix
TV Show,The Chair,,20-08-2021,2021.0,TV-MA,"TV Comedies, TV Dramas",Netflix
Movie,The Loud House Movie,,20-08-2021,2021.0,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals",Netflix
Movie,A Faraway Land,,19-08-2021,2020.0,TV-PG,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Like Crazy,United States,19-08-2021,2011.0,PG-13,"Dramas, Independent Movies, Romantic Movies",Netflix
Movie,Black Island,,18-08-2021,2021.0,TV-MA,"International Movies, Thrillers",Netflix
Movie,Bombay,India,18-08-2021,1995.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
TV Show,Go! Go! Cory Carson,United States,18-08-2021,2021.0,TV-Y,Kids' TV,Netflix
Movie,Memories of a Murderer: The Nilsen Tapes,,18-08-2021,2021.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,Nneka The Pretty Serpent,,18-08-2021,2020.0,TV-14,"Dramas, International Movies",Netflix
Movie,O Kadhal Kanmani,,18-08-2021,2015.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Out of my league,,18-08-2021,2020.0,TV-MA,"Comedies, Dramas, International Movies",Netflix
Movie,Pahuna,"India, Nepal",18-08-2021,2018.0,TV-PG,"Comedies, Dramas, International Movies",Netflix
TV Show,The Defeated,,18-08-2021,2020.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
Movie,The Secret Diary of an Exchange Student,,18-08-2021,2021.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Untold: Deal With the Devil,,18-08-2021,2021.0,TV-MA,"Documentaries, LGBTQ Movies, Sports Movies",Netflix
TV Show,Mother Goose Club,United States,16-08-2021,2016.0,TV-Y,Kids' TV,Netflix
Movie,Walk of Shame,United States,16-08-2021,2014.0,R,"Comedies, Independent Movies",Netflix
TV Show,Rascal Does Not Dream of Bunny Girl Senpai,Japan,15-08-2021,2018.0,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",Netflix
TV Show,The Creative Indians,India,15-08-2021,2020.0,TV-MA,"Docuseries, International TV Shows",Netflix
Movie,The Piano,"New Zealand, Australia, France, United States",15-08-2021,1993.0,R,"Classic Movies, Dramas, Independent Movies",Netflix
Movie,Unroyal,,15-08-2021,2020.0,TV-MA,"Dramas, International Movies",Netflix
TV Show,Winx Club,Italy,15-08-2021,2015.0,TV-Y7,Kids' TV,Netflix
Movie,Beckett,"Italy, Brazil, Greece",13-08-2021,2021.0,TV-MA,Action & Adventure,Netflix
TV Show,Brand New Cherry Flavor,United States,13-08-2021,2021.0,TV-MA,"TV Dramas, TV Horror, TV Mysteries",Netflix
TV Show,Fast & Furious Spy Racers,United States,13-08-2021,2021.0,TV-Y7,Kids' TV,Netflix
TV Show,Gone for Good,France,13-08-2021,2021.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Grace and Frankie,United States,13-08-2021,2021.0,TV-MA,"TV Comedies, TV Dramas",Netflix
TV Show,The Kingdom,Argentina,13-08-2021,2021.0,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
TV Show,Valeria,Spain,13-08-2021,2021.0,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix
TV Show,AlRawabi School for Girls,Jordan,12-08-2021,2021.0,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",Netflix
Movie,Lokillo: Nothing's the Same,Colombia,12-08-2021,2021.0,TV-MA,Stand-Up Comedy,Netflix
Movie,Monster Hunter: Legends of the Guild,"United States, Japan",12-08-2021,2021.0,TV-PG,"Action & Adventure, Anime Features, Children & Family Movies",Netflix
TV Show,Bake Squad,United States,11-08-2021,2021.0,TV-PG,Reality TV,Netflix
Movie,Brother Jekwu,Nigeria,11-08-2021,2016.0,TV-14,"Comedies, International Movies",Netflix
Movie,La diosa del asfalto,Mexico,11-08-2021,2020.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,Misha and the Wolves,"Belgium, United Kingdom",11-08-2021,2021.0,PG-13,"Documentaries, International Movies",Netflix
Movie,The Kissing Booth 3,"United Kingdom, United States",11-08-2021,2021.0,TV-14,"Comedies, Romantic Movies",Netflix
Movie,The Railway Man,"Switzerland, United Kingdom, Australia",11-08-2021,2013.0,R,"Dramas, International Movies",Netflix
TV Show,Gabby's Dollhouse,United States,10-08-2021,2021.0,TV-Y,Kids' TV,Netflix
TV Show,I Need Romance,,10-08-2021,2021.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,Las muÃ±ecas de la mafia,Colombia,10-08-2021,2018.0,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
TV Show,The Crowned Clown,South Korea,10-08-2021,2019.0,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
Movie,Untold: Malice at the Palace,United States,10-08-2021,2021.0,TV-MA,"Documentaries, Sports Movies",Netflix
TV Show,SHAMAN KING,Japan,09-08-2021,2021.0,TV-14,"Anime Series, International TV Shows",Netflix
Movie,Quartet,United Kingdom,08-08-2021,2012.0,PG-13,"Comedies, Dramas, Independent Movies",Netflix
Movie,Slay,South Africa,08-08-2021,2021.0,TV-MA,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Takizawa Kabuki ZERO 2020 The Movie,,07-08-2021,2020.0,TV-PG,"International Movies, Music & Musicals",Netflix
Movie,The Paper Tigers,United States,07-08-2021,2021.0,PG-13,"Action & Adventure, Comedies",Netflix
TV Show,Hit & Run,"Israel, United States",06-08-2021,2021.0,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries",Netflix
TV Show,Navarasa,India,06-08-2021,2021.0,TV-MA,TV Shows,Netflix
Movie,Quam's Money,Nigeria,06-08-2021,2020.0,TV-MA,"Comedies, Dramas, International Movies",Netflix
Movie,The Swarm,France,06-08-2021,2021.0,TV-14,"Horror Movies, Independent Movies, International Movies",Netflix
Movie,Vivo,"Canada, United States",06-08-2021,2021.0,PG,"Children & Family Movies, Music & Musicals",Netflix
Movie,Chennai Express,India,05-08-2021,2013.0,TV-14,"Action & Adventure, Comedies, International Movies",Netflix
Movie,City of God: 10 Years Later,Brazil,05-08-2021,2013.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,Esperando la carroza,Argentina,05-08-2021,1985.0,TV-MA,"Comedies, Cult Movies, International Movies",Netflix
Movie,Lady Boss: The Jackie Collins Story,United Kingdom,05-08-2021,2021.0,TV-14,Documentaries,Netflix
Movie,Tango Feroz,"Argentina, Spain",05-08-2021,1993.0,TV-MA,"Classic Movies, Dramas, International Movies",Netflix
Movie,'76,Nigeria,04-08-2021,2016.0,TV-PG,"Dramas, International Movies",Netflix
Movie,Aftermath,United States,04-08-2021,2021.0,TV-MA,Horror Movies,Netflix
Movie,American Masters: Inventing David Geffen,United States,04-08-2021,2012.0,TV-MA,Movies,Netflix
TV Show,Car Masters: Rust to Riches,,04-08-2021,2021.0,TV-PG,Reality TV,Netflix
TV Show,Cocaine Cowboys: The Kings of Miami,United States,04-08-2021,2021.0,TV-MA,"Crime TV Shows, Docuseries",Netflix
TV Show,Control Z,Mexico,04-08-2021,2021.0,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix
TV Show,Cooking With Paris,United States,04-08-2021,2021.0,TV-MA,Reality TV,Netflix
TV Show,Autumn's Concerto,Taiwan,03-08-2021,2009.0,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
Movie,Heavy,United States,03-08-2021,1995.0,R,"Dramas, Independent Movies, Romantic Movies",Netflix
Movie,Ije: The Journey,"United States, Nigeria",03-08-2021,2010.0,TV-MA,"Dramas, International Movies",Netflix
TV Show,Office Girls,Taiwan,03-08-2021,2011.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
Movie,Pray Away,United States,03-08-2021,2021.0,PG-13,"Documentaries, LGBTQ Movies",Netflix
Movie,Shiny_Flakes: The Teenage Drug Lord,,03-08-2021,2021.0,TV-MA,"Documentaries, International Movies",Netflix
TV Show,The Prince Who Turns into a Frog,Taiwan,03-08-2021,2005.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,Top Secret UFO Projects: Declassified,,03-08-2021,2021.0,TV-PG,Docuseries,Netflix
TV Show,Two Fathers,Taiwan,03-08-2021,2013.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,You're My Destiny,Taiwan,03-08-2021,2008.0,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,30 Rock,United States,01-08-2021,2012.0,TV-14,TV Comedies,Netflix
TV Show,44 Cats,Italy,01-08-2021,2020.0,TV-Y7,Kids' TV,Netflix
Movie,Beethoven,United States,01-08-2021,1992.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Beethoven's 2nd,United States,01-08-2021,1993.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Beowulf,"United States, United Kingdom",01-08-2021,2007.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Netflix
Movie,Boyka: Undisputed,"Bulgaria, United States",01-08-2021,2016.0,R,Action & Adventure,Netflix
Movie,Catch Me If You Can,"United States, Canada",01-08-2021,2002.0,PG-13,Dramas,Netflix
Movie,Cloudy with a Chance of Meatballs,"United States, Canada",01-08-2021,2009.0,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Netflix
TV Show,Darwinâs Game,,01-08-2021,2020.0,TV-MA,"Anime Series, International TV Shows, TV Thrillers",Netflix
Movie,Deep Blue Sea,"United States, Mexico",01-08-2021,1999.0,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Netflix
Movie,Ferris Bueller's Day Off,United States,01-08-2021,1986.0,PG-13,"Classic Movies, Comedies, Cult Movies",Netflix
Movie,Five Feet Apart,United States,01-08-2021,2019.0,PG-13,"Dramas, Romantic Movies",Netflix
Movie,Freedomland,United States,01-08-2021,2006.0,R,"Dramas, Thrillers",Netflix
TV Show,Friday Night Lights,,01-08-2021,2010.0,TV-14,"TV Dramas, Teen TV Shows",Netflix
Movie,Good Luck Chuck,"United States, Canada",01-08-2021,2007.0,R,"Comedies, Romantic Movies",Netflix
TV Show,Hunter X Hunter (2011),Japan,01-08-2021,2014.0,TV-14,"Anime Series, International TV Shows",Netflix
Movie,I missed you: Director's Cut,,01-08-2021,2021.0,TV-14,"Dramas, Independent Movies, International Movies",Netflix
Movie,Inception,"United States, United Kingdom",01-08-2021,2010.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",Netflix
Movie,Magnolia,United States,01-08-2021,1999.0,R,"Dramas, Independent Movies",Netflix
Movie,Major Payne,United States,01-08-2021,1995.0,PG-13,Comedies,Netflix
Movie,My Girl,United States,01-08-2021,1991.0,PG-13,Dramas,Netflix
Movie,My Girl 2,United States,01-08-2021,1994.0,PG,"Children & Family Movies, Comedies, Dramas",Netflix
Movie,Open Season: Scared Silly,"United States, Canada",01-08-2021,2015.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Pineapple Express,United States,01-08-2021,2008.0,R,"Action & Adventure, Comedies",Netflix
Movie,Planet 51,"Spain, United Kingdom, United States",01-08-2021,2009.0,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Netflix
Movie,Poms,"United Kingdom, United States",01-08-2021,2019.0,PG-13,Comedies,Netflix
Movie,Seabiscuit,United States,01-08-2021,2003.0,PG-13,"Dramas, Sports Movies",Netflix
Movie,Space Cowboys,United States,01-08-2021,2000.0,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Netflix
Movie,Team America: World Police,"United States, Germany",01-08-2021,2004.0,R,"Action & Adventure, Comedies, Cult Movies",Netflix
Movie,The Edge of Seventeen,"United States, China",01-08-2021,2016.0,R,"Comedies, Dramas",Netflix
Movie,The Haunting in Connecticut 2: Ghosts of Georgia,United States,01-08-2021,2013.0,R,Horror Movies,Netflix
Movie,The Last Boy Scout,United States,01-08-2021,1991.0,R,"Action & Adventure, Comedies",Netflix
Movie,The Lincoln Lawyer,United States,01-08-2021,2011.0,R,"Dramas, Thrillers",Netflix
Movie,The Losers,"United States, France",01-08-2021,2010.0,PG-13,Action & Adventure,Netflix
Movie,The Machinist,"Spain, France, United Kingdom, United States",01-08-2021,2004.0,R,"Dramas, Independent Movies, Thrillers",Netflix
Movie,The Net,United States,01-08-2021,1995.0,PG-13,Thrillers,Netflix
Movie,The Original Kings of Comedy,United States,01-08-2021,2000.0,R,Stand-Up Comedy,Netflix
Movie,Valentine's Day,United States,01-08-2021,2010.0,PG-13,"Comedies, Romantic Movies",Netflix
TV Show,Charmed,United States,31-07-2021,2021.0,TV-14,"TV Dramas, TV Sci-Fi & Fantasy",Netflix
Movie,The Lost CafÃ©,,31-07-2021,2018.0,TV-14,"Dramas, International Movies",Netflix
Movie,The Vault,,31-07-2021,2021.0,R,"Action & Adventure, International Movies, Thrillers",Netflix
TV Show,Centaurworld,,30-07-2021,2021.0,TV-Y7,"Kids' TV, TV Comedies",Netflix
Movie,Eyes of a Thief,", France, Algeria",30-07-2021,2014.0,TV-14,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Glow Up,United Kingdom,30-07-2021,2021.0,TV-14,"British TV Shows, International TV Shows, Reality TV",Netflix
Movie,I'm Glad I Did,,30-07-2021,2020.0,TV-14,"Documentaries, International Movies",Netflix
TV Show,Khawatir,,30-07-2021,2009.0,TV-14,"International TV Shows, Reality TV",Netflix
TV Show,Myth & Mogul: John DeLorean,,30-07-2021,2021.0,TV-14,"British TV Shows, Crime TV Shows, Docuseries",Netflix
TV Show,Outer Banks,United States,30-07-2021,2021.0,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",Netflix
Movie,Pomegranates and Myrrh,,30-07-2021,2009.0,TV-14,"Dramas, Independent Movies, International Movies",Netflix
Movie,Rurouni Kenshin: The Beginning,,30-07-2021,2021.0,TV-MA,"Action & Adventure, International Movies",Netflix
Movie,The Last Mercenary,,30-07-2021,2021.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
Movie,Flower Girl,Nigeria,29-07-2021,2013.0,TV-PG,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Resort to Love,,29-07-2021,2021.0,TV-14,"Comedies, Romantic Movies",Netflix
TV Show,Transformers: War for Cybertron: Kingdom,,29-07-2021,2021.0,TV-Y7,Anime Series,Netflix
Movie,Bartkowiak,Poland,28-07-2021,2021.0,TV-MA,"Action & Adventure, International Movies",Netflix
Movie,Fantastic Fungi,United States,28-07-2021,2019.0,TV-14,Documentaries,Netflix
TV Show,Tattoo Redo,,28-07-2021,2021.0,TV-MA,Reality TV,Netflix
TV Show,The Flash,United States,28-07-2021,2021.0,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix
TV Show,The Snitch Cartel: Origins,,28-07-2021,2021.0,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
TV Show,All American,United States,27-07-2021,2021.0,TV-14,"TV Dramas, Teen TV Shows",Netflix
Movie,Department,India,27-07-2021,2012.0,TV-MA,"Action & Adventure, International Movies",Netflix
Movie,Hostage House,,27-07-2021,2021.0,TV-14,Thrillers,Netflix
TV Show,How to Sell Drugs Online (Fast),Germany,27-07-2021,2021.0,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",Netflix
TV Show,Mighty Express,"United States, Canada",27-07-2021,2021.0,TV-Y,Kids' TV,Netflix
Movie,Mimi,,27-07-2021,2021.0,TV-14,"Comedies, Dramas, International Movies",Netflix
TV Show,Plastic Cup Boyz: Laughing My Mask Off!,,27-07-2021,2021.0,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix
Movie,The Operative,"France, Israel, Germany, United States, United Kingdom",27-07-2021,2019.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
TV Show,The Walking Dead,United States,26-07-2021,2019.0,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",Netflix
TV Show,Wynonna Earp,"Canada, United States",26-07-2021,2020.0,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix
Movie,Django Unchained,United States,24-07-2021,2012.0,R,"Action & Adventure, Dramas",Netflix
Movie,A Second Chance:  Rivals!,Australia,23-07-2021,2021.0,PG,"Children & Family Movies, Sports Movies",Netflix
Movie,African America,,23-07-2021,2021.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,Bankrolled,,23-07-2021,2021.0,TV-MA,"Comedies, International Movies",Netflix
Movie,Blood Red Sky,,23-07-2021,2021.0,TV-MA,"Action & Adventure, Horror Movies, International Movies",Netflix
TV Show,Feels Like Ishq,,23-07-2021,2021.0,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
Movie,Kingdom: Ashin of the North,,23-07-2021,2021.0,TV-MA,"Horror Movies, International Movies, Thrillers",Netflix
TV Show,Masters of the Universe: Revelation,,23-07-2021,2021.0,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix
TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,,23-07-2021,2021.0,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows",Netflix
TV Show,Sky Rojo,Spain,23-07-2021,2021.0,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Netflix
Movie,The Last Letter From Your Lover,United Kingdom,23-07-2021,2021.0,TV-MA,"Dramas, Romantic Movies",Netflix
TV Show,The Movies That Made Us,United States,23-07-2021,2021.0,TV-MA,Docuseries,Netflix
Movie,9to5: The Story of a Movement,,22-07-2021,2021.0,TV-MA,Documentaries,Netflix
Movie,Chhota Bheem - Dinosaur World,,22-07-2021,2015.0,TV-Y,Children & Family Movies,Netflix
Movie,Chhota Bheem - Neeli Pahaadi,,22-07-2021,2013.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem & Ganesh,,22-07-2021,2009.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem & Krishna: Mayanagari,,22-07-2021,2011.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,,22-07-2021,2010.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem And The Broken Amulet,India,22-07-2021,2013.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem And The Crown of Valhalla,,22-07-2021,2013.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem and the Incan Adventure,,22-07-2021,2013.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem and The ShiNobi Secret,,22-07-2021,2013.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem Aur Hanuman,,22-07-2021,2012.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem aur Krishna,India,22-07-2021,2009.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem aur Krishna vs Zimbara,,22-07-2021,2013.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem in African Safari,,22-07-2021,2015.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem Ka Roosi Romanch,,22-07-2021,2019.0,TV-Y,Children & Family Movies,Netflix
Movie,Chhota Bheem: Bheem vs Aliens,,22-07-2021,2010.0,TV-Y7,"Children & Family Movies, Sports Movies",Netflix
Movie,Chhota Bheem: Dholakpur to Kathmandu,,22-07-2021,2012.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem: Dus Pe Dus,,22-07-2021,2014.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem: Journey to Petra,,22-07-2021,2011.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem: Master of Shaolin,,22-07-2021,2011.0,TV-Y7,Children & Family Movies,Netflix
Movie,Chhota Bheem: The Rise of Kirmada,,22-07-2021,2012.0,TV-Y7,Children & Family Movies,Netflix
TV Show,Chicago Med,United States,22-07-2021,2019.0,TV-14,TV Dramas,Netflix
Movie,Cousins,New Zealand,22-07-2021,2021.0,TV-MA,Dramas,Netflix
Movie,Wannabe Courageous,,22-07-2021,2019.0,TV-14,"Comedies, International Movies",Netflix
Movie,Words Bubble Up Like Soda Pop,,22-07-2021,2021.0,TV-G,"Anime Features, Children & Family Movies, International Movies",Netflix
Movie,Sanitation Day,Nigeria,21-07-2021,2020.0,TV-14,"Dramas, International Movies, Thrillers",Netflix
TV Show,Sexy Beasts,,21-07-2021,2021.0,TV-14,"British TV Shows, International TV Shows, Reality TV",Netflix
TV Show,Too Hot to Handle: Brazil,,21-07-2021,2021.0,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",Netflix
